complaint_id,train_id,zone,category,filed_date,resolved_date,sla_target_days,resolved_in_days,met_sla
C00746,T0036,CR,Water Availability,2025-07-25,2025-07-31,7,6,1
C00747,T0149,NER,Water Availability,2025-05-11,2025-05-12,7,1,1
C00748,T0103,NER,Punctuality,2024-08-06,2024-08-14,5,8,0
C00749,T0070,CR,Cleanliness,2025-08-02,2025-08-10,5,8,0
C00750,T0051,SR,Catering,2025-11-18,2025-11-29,7,11,0
C00751,T0080,WR,Security,2024-01-23,2024-01-28,10,5,1
C00752,T0057,WR,Security,2024-02-16,2024-02-19,10,3,1
C00753,T0106,WR,Security,2025-07-24,2025-07-30,10,6,1
C00754,T0038,ER,Coach Maintenance,2025-07-06,2025-07-07,7,1,1
C00755,T0125,WR,Catering,2024-02-01,2024-02-03,7,2,1
C00756,T0109,SER,Cleanliness,2025-02-16,2025-02-20,7,4,1
C00757,T0063,SCR,Punctuality,2025-03-30,2025-04-05,5,6,0
C00758,T0107,WR,Catering,2025-03-11,2025-03-13,5,2,1
C00759,T0024,NR,Punctuality,2025-04-23,2025-04-24,10,1,1
C00760,T0131,NR,Cleanliness,2024-08-16,2024-08-20,7,4,1
C00761,T0052,CR,Coach Maintenance,2024-12-01,2024-12-04,3,3,1
C00762,T0004,SCR,Catering,2025-06-18,2025-06-27,7,9,0
C00763,T0086,SCR,Security,2024-04-24,2024-05-03,5,9,0
C00764,T0030,NR,Coach Maintenance,2024-04-21,2024-04-24,10,3,1
C00765,T0115,NR,Coach Maintenance,2024-02-01,2024-02-07,5,6,0
C00766,T0024,NR,Coach Maintenance,2025-05-31,2025-06-04,7,4,1
C00767,T0045,SER,Cleanliness,2025-01-05,2025-01-08,3,3,1
C00768,T0039,ER,Cleanliness,2025-12-06,2025-12-12,3,6,0
C00769,T0045,SER,Coach Maintenance,2024-08-06,2024-08-13,5,7,0
C00770,T0121,SCR,Punctuality,2025-06-13,2025-06-17,7,4,1
C00771,T0128,NER,Staff Behavior,2025-03-03,2025-03-04,7,1,1
C00772,T0148,ER,Water Availability,2024-07-12,2024-07-13,5,1,1
C00773,T0013,SER,Catering,2025-11-16,2025-11-21,5,5,1
C00774,T0080,WR,Punctuality,2025-10-10,2025-10-23,10,13,0
C00775,T0019,SR,Water Availability,2025-02-26,2025-02-28,3,2,1
C00776,T0058,ER,Staff Behavior,2024-10-02,2024-10-11,7,9,0
C00777,T0054,CR,Catering,2025-06-06,2025-06-12,3,6,0
C00778,T0070,CR,Coach Maintenance,2025-05-28,2025-05-29,7,1,1
C00779,T0045,SER,Security,2024-07-10,2024-07-12,3,2,1
C00780,T0001,SR,Punctuality,2025-10-03,2025-10-10,7,7,1
C00781,T0014,CR,Coach Maintenance,2025-06-23,2025-06-26,7,3,1
C00782,T0143,SCR,Staff Behavior,2025-06-09,2025-06-19,10,10,1
C00783,T0034,NR,Coach Maintenance,2025-04-12,2025-04-15,3,3,1
C00784,T0143,SCR,Coach Maintenance,2024-06-03,2024-06-04,7,1,1
C00785,T0060,SR,Catering,2024-12-06,2024-12-07,7,1,1
C00786,T0149,NER,Coach Maintenance,2025-01-11,2025-01-14,3,3,1
C00787,T0121,SCR,Catering,2024-05-21,2024-05-27,3,6,0
C00788,T0084,NER,Cleanliness,2024-08-26,2024-09-09,10,14,0
C00789,T0023,SER,Cleanliness,2025-05-11,2025-05-26,10,15,0
C00790,T0023,SER,Security,2024-01-23,2024-01-28,5,5,1
C00791,T0038,ER,Catering,2024-10-09,2024-10-20,7,11,0
C00792,T0020,NR,Staff Behavior,2025-02-04,2025-02-05,5,1,1
C00793,T0089,SCR,Water Availability,2025-08-27,2025-09-05,5,9,0
C00794,T0028,SER,Staff Behavior,2025-05-11,2025-05-17,10,6,1
C00795,T0059,SER,Security,2024-02-19,2024-02-29,7,10,0
C00796,T0107,WR,Cleanliness,2024-10-19,2024-10-22,5,3,1
C00797,T0027,SCR,Security,2024-02-24,2024-02-25,7,1,1
C00798,T0075,SR,Coach Maintenance,2025-03-23,2025-03-24,10,1,1
C00799,T0133,SER,Staff Behavior,2024-12-09,2024-12-14,10,5,1
C00800,T0062,WR,Catering,2025-10-27,2025-10-31,5,4,1
C00801,T0005,SCR,Coach Maintenance,2024-03-12,2024-03-23,10,11,0
C00802,T0111,WR,Coach Maintenance,2025-09-08,2025-09-16,3,8,0
C00803,T0130,SR,Cleanliness,2025-02-22,2025-02-28,5,6,0
C00804,T0038,ER,Cleanliness,2025-01-15,2025-01-21,5,6,0
C00805,T0035,WR,Security,2024-04-08,2024-04-12,3,4,0
C00806,T0083,ER,Coach Maintenance,2024-06-17,2024-06-21,3,4,0
C00807,T0069,CR,Staff Behavior,2024-05-11,2024-05-18,10,7,1
C00808,T0095,CR,Water Availability,2025-02-05,2025-02-08,10,3,1
C00809,T0079,SCR,Security,2025-08-06,2025-08-07,5,1,1
C00810,T0061,NER,Staff Behavior,2024-04-06,2024-04-13,7,7,1
C00811,T0127,ER,Coach Maintenance,2025-05-16,2025-05-24,3,8,0
C00812,T0117,NR,Catering,2025-09-08,2025-09-16,5,8,0
C00813,T0003,WR,Coach Maintenance,2024-06-27,2024-07-05,7,8,0
C00814,T0138,ER,Coach Maintenance,2024-04-24,2024-05-04,7,10,0
C00815,T0041,CR,Punctuality,2024-05-28,2024-06-03,5,6,0
C00816,T0027,SCR,Catering,2025-05-12,2025-05-23,10,11,0
C00817,T0088,ER,Water Availability,2024-04-19,2024-04-28,5,9,0
C00818,T0077,WR,Staff Behavior,2025-05-18,2025-05-19,3,1,1
C00819,T0089,SCR,Catering,2024-02-08,2024-02-13,7,5,1
C00820,T0114,ER,Security,2024-12-31,2025-01-07,10,7,1
C00821,T0135,SR,Catering,2025-05-27,2025-06-07,7,11,0
C00822,T0091,CR,Punctuality,2025-11-11,2025-11-26,10,15,0
C00823,T0144,CR,Punctuality,2024-11-26,2024-12-01,5,5,1
C00824,T0091,CR,Water Availability,2024-10-25,2024-11-02,7,8,0
C00825,T0149,NER,Cleanliness,2025-07-22,2025-07-27,10,5,1
C00826,T0033,SR,Punctuality,2024-11-23,2024-12-06,10,13,0
C00827,T0118,SCR,Cleanliness,2025-07-12,2025-07-14,5,2,1
C00828,T0112,ER,Security,2025-02-24,2025-03-07,10,11,0
C00829,T0011,SER,Security,2025-12-20,2025-12-31,7,11,0
C00830,T0108,SR,Cleanliness,2024-12-29,2025-01-01,7,3,1
C00831,T0061,NER,Cleanliness,2024-06-20,2024-06-23,7,3,1
C00832,T0018,NR,Punctuality,2025-10-09,2025-10-13,5,4,1
C00833,T0018,NR,Punctuality,2025-02-16,2025-02-18,7,2,1
C00834,T0093,WR,Security,2025-01-03,2025-01-13,7,10,0
C00835,T0013,SER,Catering,2024-11-13,2024-11-21,10,8,1
C00836,T0138,ER,Security,2024-03-02,2024-03-06,7,4,1
C00837,T0004,SCR,Punctuality,2025-05-23,2025-05-24,3,1,1
C00838,T0099,SCR,Cleanliness,2024-05-06,2024-05-16,10,10,1
C00839,T0047,SR,Security,2025-01-19,2025-01-28,5,9,0
C00840,T0104,NER,Water Availability,2025-09-27,2025-09-29,3,2,1
C00841,T0048,WR,Security,2025-10-01,2025-10-07,5,6,0
C00842,T0145,SER,Staff Behavior,2025-06-26,2025-07-04,3,8,0
C00843,T0144,CR,Punctuality,2024-08-26,2024-08-29,3,3,1
C00844,T0080,WR,Cleanliness,2025-03-14,2025-03-18,3,4,0
C00845,T0041,CR,Security,2024-01-13,2024-01-26,10,13,0
C00846,T0097,WR,Staff Behavior,2024-02-23,2024-02-25,10,2,1
C00847,T0064,CR,Coach Maintenance,2025-10-26,2025-11-06,7,11,0
C00848,T0087,NR,Staff Behavior,2025-11-04,2025-11-06,5,2,1
C00849,T0088,ER,Cleanliness,2024-10-11,2024-10-25,10,14,0
C00850,T0028,SER,Water Availability,2024-10-20,2024-10-30,5,10,0
C00851,T0138,ER,Staff Behavior,2024-12-27,2025-01-01,3,5,0
C00852,T0117,NR,Punctuality,2024-03-03,2024-03-15,10,12,0
C00853,T0095,CR,Staff Behavior,2025-09-11,2025-09-19,5,8,0
C00854,T0062,WR,Water Availability,2024-11-20,2024-11-25,3,5,0
C00855,T0072,NER,Punctuality,2025-08-14,2025-08-17,3,3,1
C00856,T0110,SER,Coach Maintenance,2025-02-06,2025-02-13,3,7,0
C00857,T0060,SR,Coach Maintenance,2025-03-10,2025-03-11,10,1,1
C00858,T0084,NER,Catering,2024-02-12,2024-02-14,5,2,1
C00859,T0106,WR,Punctuality,2025-10-05,2025-10-07,5,2,1
C00860,T0016,ER,Water Availability,2024-05-12,2024-05-14,5,2,1
C00861,T0101,ER,Cleanliness,2024-03-01,2024-03-08,3,7,0
C00862,T0092,NR,Security,2024-01-20,2024-01-24,3,4,0
C00863,T0090,SCR,Water Availability,2024-04-08,2024-04-14,10,6,1
C00864,T0150,NER,Water Availability,2024-12-15,2024-12-16,3,1,1
C00865,T0122,WR,Punctuality,2025-05-02,2025-05-08,3,6,0
C00866,T0116,NR,Punctuality,2024-07-28,2024-08-02,3,5,0
C00867,T0051,SR,Coach Maintenance,2024-02-18,2024-02-24,10,6,1
C00868,T0127,ER,Staff Behavior,2024-01-22,2024-01-28,5,6,0
C00869,T0113,CR,Water Availability,2024-04-26,2024-04-28,3,2,1
C00870,T0144,CR,Staff Behavior,2024-12-10,2024-12-14,3,4,0
C00871,T0019,SR,Coach Maintenance,2025-07-02,2025-07-17,10,15,0
C00872,T0101,ER,Water Availability,2024-06-05,2024-06-13,3,8,0
C00873,T0006,SR,Coach Maintenance,2025-10-31,2025-11-01,10,1,1
C00874,T0080,WR,Coach Maintenance,2025-11-01,2025-11-04,5,3,1
C00875,T0060,SR,Catering,2024-06-19,2024-06-24,10,5,1
C00876,T0048,WR,Punctuality,2024-05-19,2024-05-23,3,4,0
C00877,T0048,WR,Cleanliness,2024-07-19,2024-07-21,10,2,1
C00878,T0080,WR,Cleanliness,2025-11-14,2025-11-21,5,7,0
C00879,T0017,SCR,Punctuality,2024-11-29,2024-12-07,3,8,0
C00880,T0041,CR,Punctuality,2025-10-11,2025-10-16,5,5,1
C00881,T0007,NER,Punctuality,2024-11-09,2024-11-17,10,8,1
C00882,T0020,NR,Catering,2025-05-22,2025-05-24,3,2,1
C00883,T0027,SCR,Catering,2024-03-21,2024-04-05,10,15,0
C00884,T0063,SCR,Punctuality,2025-12-21,2025-12-27,10,6,1
C00885,T0001,SR,Staff Behavior,2025-03-28,2025-04-07,7,10,0
C00886,T0142,ER,Staff Behavior,2025-02-06,2025-02-13,3,7,0
C00887,T0144,CR,Water Availability,2024-05-15,2024-05-22,10,7,1
C00888,T0130,SR,Staff Behavior,2024-07-24,2024-08-02,7,9,0
C00889,T0128,NER,Security,2024-05-29,2024-05-30,7,1,1
C00890,T0138,ER,Punctuality,2024-05-23,2024-05-27,7,4,1
C00891,T0056,ER,Security,2025-03-08,2025-03-11,7,3,1
C00892,T0037,SR,Security,2025-04-10,2025-04-25,10,15,0
C00893,T0022,ER,Staff Behavior,2025-04-11,2025-04-21,10,10,1
C00894,T0076,SCR,Catering,2025-10-08,2025-10-10,3,2,1
C00895,T0079,SCR,Cleanliness,2025-07-10,2025-07-25,10,15,0
C00896,T0070,CR,Cleanliness,2025-10-14,2025-10-19,10,5,1
C00897,T0061,NER,Cleanliness,2024-02-27,2024-02-29,5,2,1
C00898,T0021,CR,Coach Maintenance,2024-08-31,2024-09-01,7,1,1
C00899,T0035,WR,Cleanliness,2024-10-14,2024-10-24,5,10,0
C00900,T0015,NER,Cleanliness,2025-06-04,2025-06-12,3,8,0
C00901,T0124,NR,Cleanliness,2025-01-26,2025-01-31,5,5,1
C00902,T0108,SR,Water Availability,2025-01-21,2025-01-26,3,5,0
C00903,T0084,NER,Catering,2024-07-05,2024-07-16,10,11,0
C00904,T0037,SR,Catering,2024-06-11,2024-06-15,5,4,1
C00905,T0104,NER,Coach Maintenance,2024-09-17,2024-09-29,10,12,0
C00906,T0025,WR,Water Availability,2025-09-06,2025-09-13,5,7,0
C00907,T0007,NER,Punctuality,2025-02-05,2025-02-12,3,7,0
C00908,T0143,SCR,Water Availability,2024-02-18,2024-02-24,10,6,1
C00909,T0059,SER,Catering,2024-09-21,2024-09-29,7,8,0
C00910,T0077,WR,Water Availability,2025-10-14,2025-10-23,5,9,0
C00911,T0120,WR,Punctuality,2025-05-19,2025-05-26,3,7,0
C00912,T0102,SCR,Staff Behavior,2024-10-06,2024-10-13,10,7,1
C00913,T0046,SCR,Cleanliness,2025-03-28,2025-04-01,5,4,1
C00914,T0023,SER,Coach Maintenance,2024-01-09,2024-01-14,5,5,1
C00915,T0004,SCR,Water Availability,2025-11-16,2025-11-26,7,10,0
C00916,T0076,SCR,Staff Behavior,2025-10-12,2025-10-17,5,5,1
C00917,T0125,WR,Coach Maintenance,2025-02-27,2025-03-10,7,11,0
C00918,T0096,SR,Punctuality,2024-05-31,2024-06-04,7,4,1
C00919,T0029,WR,Water Availability,2024-09-21,2024-09-29,3,8,0
C00920,T0021,CR,Water Availability,2024-10-07,2024-10-15,5,8,0
C00921,T0067,WR,Catering,2025-03-06,2025-03-11,3,5,0
C00922,T0037,SR,Coach Maintenance,2025-02-17,2025-02-25,10,8,1
C00923,T0102,SCR,Cleanliness,2025-11-07,2025-11-16,10,9,1
C00924,T0118,SCR,Cleanliness,2024-02-18,2024-02-19,3,1,1
C00925,T0001,SR,Cleanliness,2025-08-03,2025-08-07,10,4,1
C00926,T0043,SR,Staff Behavior,2024-06-19,2024-06-23,3,4,0
C00927,T0099,SCR,Water Availability,2024-11-29,2024-12-02,5,3,1
C00928,T0130,SR,Security,2024-10-15,2024-10-19,7,4,1
C00929,T0134,NER,Water Availability,2025-11-22,2025-11-23,7,1,1
C00930,T0055,SR,Security,2025-11-21,2025-11-29,7,8,0
C00931,T0049,SER,Security,2025-03-04,2025-03-10,7,6,1
C00932,T0040,CR,Staff Behavior,2024-03-25,2024-04-05,10,11,0
C00933,T0056,ER,Water Availability,2024-11-27,2024-12-06,7,9,0
C00934,T0040,CR,Staff Behavior,2024-11-27,2024-12-05,7,8,0
C00935,T0047,SR,Coach Maintenance,2025-05-06,2025-05-10,5,4,1
C00936,T0149,NER,Punctuality,2025-02-05,2025-02-17,7,12,0
C00937,T0069,CR,Water Availability,2025-09-25,2025-09-26,5,1,1
C00938,T0121,SCR,Coach Maintenance,2025-03-27,2025-03-31,5,4,1
C00939,T0136,NR,Coach Maintenance,2025-08-15,2025-08-20,7,5,1
C00940,T0113,CR,Cleanliness,2025-05-13,2025-05-15,7,2,1
C00941,T0122,WR,Punctuality,2025-09-12,2025-09-14,7,2,1
C00942,T0030,NR,Staff Behavior,2025-07-28,2025-08-04,5,7,0
C00943,T0141,CR,Security,2025-01-19,2025-01-31,7,12,0
C00944,T0106,WR,Water Availability,2024-10-20,2024-10-28,3,8,0
C00945,T0070,CR,Security,2025-05-24,2025-06-04,10,11,0
C00946,T0064,CR,Security,2025-10-27,2025-11-04,7,8,0
C00947,T0036,CR,Cleanliness,2025-08-28,2025-09-07,5,10,0
C00948,T0037,SR,Catering,2024-05-11,2024-05-12,7,1,1
C00949,T0002,SR,Catering,2025-12-22,2025-12-28,10,6,1
C00950,T0097,WR,Punctuality,2024-03-03,2024-03-06,3,3,1
C00951,T0114,ER,Water Availability,2024-06-19,2024-06-27,5,8,0
C00952,T0054,CR,Cleanliness,2025-09-14,2025-09-17,5,3,1
C00953,T0122,WR,Catering,2025-12-17,2025-12-27,7,10,0
C00954,T0057,WR,Coach Maintenance,2024-05-12,2024-05-13,5,1,1
C00955,T0079,SCR,Coach Maintenance,2024-02-10,2024-02-22,10,12,0
C00956,T0097,WR,Staff Behavior,2025-01-31,2025-02-04,10,4,1
C00957,T0109,SER,Security,2024-08-14,2024-08-27,10,13,0
C00958,T0033,SR,Security,2024-07-02,2024-07-07,3,5,0
C00959,T0141,CR,Water Availability,2024-02-20,2024-02-25,3,5,0
C00960,T0098,CR,Water Availability,2025-07-20,2025-07-22,3,2,1
C00961,T0054,CR,Security,2025-09-15,2025-09-24,5,9,0
C00962,T0149,NER,Staff Behavior,2024-02-11,2024-02-15,5,4,1
C00963,T0112,ER,Catering,2024-08-04,2024-08-08,3,4,0
C00964,T0029,WR,Catering,2024-10-19,2024-10-23,10,4,1
C00965,T0062,WR,Cleanliness,2025-08-31,2025-09-12,7,12,0
C00966,T0039,ER,Security,2024-05-16,2024-05-19,5,3,1
C00967,T0070,CR,Staff Behavior,2025-05-20,2025-05-26,3,6,0
C00968,T0050,CR,Staff Behavior,2024-02-21,2024-02-26,7,5,1
C00969,T0032,NER,Catering,2024-08-03,2024-08-10,3,7,0
C00970,T0082,SER,Water Availability,2025-07-14,2025-07-23,7,9,0
C00971,T0120,WR,Water Availability,2025-05-17,2025-05-21,3,4,0
C00972,T0060,SR,Staff Behavior,2024-05-14,2024-05-15,3,1,1
C00973,T0094,NER,Cleanliness,2024-11-06,2024-11-07,5,1,1
C00974,T0049,SER,Water Availability,2024-02-19,2024-02-22,3,3,1
C00975,T0021,CR,Coach Maintenance,2024-04-10,2024-04-20,10,10,1
C00976,T0122,WR,Security,2025-12-24,2025-12-28,3,4,0
C00977,T0011,SER,Coach Maintenance,2024-06-08,2024-06-11,5,3,1
C00978,T0086,SCR,Punctuality,2024-11-04,2024-11-08,7,4,1
C00979,T0118,SCR,Coach Maintenance,2024-09-27,2024-09-30,5,3,1
C00980,T0042,NR,Punctuality,2024-09-19,2024-09-20,10,1,1
C00981,T0024,NR,Staff Behavior,2024-03-13,2024-03-23,10,10,1
C00982,T0097,WR,Catering,2025-01-04,2025-01-10,3,6,0
C00983,T0111,WR,Security,2024-04-09,2024-04-14,3,5,0
C00984,T0025,WR,Cleanliness,2025-01-20,2025-01-28,5,8,0
C00985,T0030,NR,Staff Behavior,2024-12-24,2025-01-03,5,10,0
C00986,T0001,SR,Punctuality,2025-08-11,2025-08-12,7,1,1
C00987,T0075,SR,Security,2024-06-17,2024-06-27,5,10,0
C00988,T0101,ER,Coach Maintenance,2025-10-19,2025-10-20,5,1,1
C00989,T0047,SR,Water Availability,2025-10-13,2025-10-17,10,4,1
C00990,T0142,ER,Cleanliness,2024-11-12,2024-11-17,3,5,0
C00991,T0140,WR,Catering,2024-08-15,2024-08-26,10,11,0
C00992,T0077,WR,Catering,2024-06-06,2024-06-16,7,10,0
C00993,T0134,NER,Cleanliness,2024-12-26,2025-01-01,10,6,1
C00994,T0111,WR,Coach Maintenance,2025-08-17,2025-08-19,7,2,1
C00995,T0053,SCR,Coach Maintenance,2025-05-05,2025-05-11,3,6,0
C00996,T0027,SCR,Punctuality,2025-10-30,2025-11-07,3,8,0
C00997,T0076,SCR,Punctuality,2025-11-28,2025-11-30,3,2,1
C00998,T0121,SCR,Coach Maintenance,2024-06-22,2024-06-23,3,1,1
C00999,T0143,SCR,Coach Maintenance,2024-08-29,2024-09-02,5,4,1
C01000,T0067,WR,Security,2024-03-09,2024-03-14,7,5,1
C01001,T0012,WR,Cleanliness,2025-01-01,2025-01-11,5,10,0
C01002,T0007,NER,Catering,2025-12-31,2026-01-07,7,7,1
C01003,T0033,SR,Punctuality,2025-04-20,2025-04-27,5,7,0
C01004,T0112,ER,Cleanliness,2024-03-14,2024-03-18,3,4,0
C01005,T0010,CR,Security,2024-07-08,2024-07-09,5,1,1
C01006,T0095,CR,Water Availability,2024-07-25,2024-07-28,3,3,1
C01007,T0148,ER,Punctuality,2025-06-18,2025-06-21,7,3,1
C01008,T0091,CR,Security,2024-10-08,2024-10-10,10,2,1
C01009,T0079,SCR,Punctuality,2025-03-22,2025-03-24,3,2,1
C01010,T0050,CR,Security,2024-09-15,2024-09-19,5,4,1
C01011,T0123,SR,Coach Maintenance,2024-08-23,2024-09-01,7,9,0
C01012,T0086,SCR,Security,2024-08-09,2024-08-13,3,4,0
C01013,T0023,SER,Punctuality,2024-09-17,2024-09-28,7,11,0
C01014,T0047,SR,Security,2025-06-27,2025-07-08,7,11,0
C01015,T0054,CR,Staff Behavior,2024-02-24,2024-02-29,3,5,0
C01016,T0095,CR,Water Availability,2024-07-28,2024-08-06,7,9,0
C01017,T0059,SER,Water Availability,2024-05-06,2024-05-12,10,6,1
C01018,T0001,SR,Catering,2025-01-08,2025-01-18,7,10,0
C01019,T0100,NER,Security,2025-12-21,2026-01-02,7,12,0
C01020,T0120,WR,Cleanliness,2024-02-20,2024-03-01,7,10,0
C01021,T0041,CR,Coach Maintenance,2024-12-29,2025-01-06,5,8,0
C01022,T0076,SCR,Cleanliness,2024-05-07,2024-05-15,7,8,0
C01023,T0114,ER,Water Availability,2024-12-02,2024-12-06,10,4,1
C01024,T0067,WR,Staff Behavior,2024-02-21,2024-02-23,7,2,1
C01025,T0125,WR,Water Availability,2024-07-11,2024-07-19,3,8,0
C01026,T0147,NER,Security,2025-08-16,2025-08-24,3,8,0
C01027,T0078,WR,Cleanliness,2025-10-24,2025-11-07,10,14,0
C01028,T0032,NER,Staff Behavior,2024-12-22,2024-12-29,5,7,0
C01029,T0128,NER,Water Availability,2025-03-24,2025-03-26,10,2,1
C01030,T0026,ER,Punctuality,2025-11-25,2025-12-10,10,15,0
C01031,T0123,SR,Security,2025-05-10,2025-05-16,3,6,0
C01032,T0004,SCR,Security,2024-03-26,2024-04-02,10,7,1
C01033,T0064,CR,Water Availability,2024-09-28,2024-10-08,10,10,1
C01034,T0115,NR,Punctuality,2024-04-05,2024-04-07,5,2,1
C01035,T0136,NR,Water Availability,2025-01-31,2025-02-04,7,4,1
C01036,T0125,WR,Coach Maintenance,2025-03-28,2025-04-05,3,8,0
C01037,T0127,ER,Water Availability,2024-11-19,2024-11-20,5,1,1
C01038,T0141,CR,Punctuality,2025-06-28,2025-06-29,3,1,1
C01039,T0103,NER,Catering,2024-01-21,2024-01-23,5,2,1
C01040,T0126,WR,Staff Behavior,2025-09-04,2025-09-12,5,8,0
C01041,T0007,NER,Staff Behavior,2024-05-16,2024-05-19,3,3,1
C01042,T0144,CR,Coach Maintenance,2024-09-12,2024-09-15,3,3,1
C01043,T0108,SR,Coach Maintenance,2024-07-15,2024-07-19,5,4,1
C01044,T0115,NR,Cleanliness,2024-12-26,2025-01-03,5,8,0
C01045,T0131,NR,Water Availability,2024-08-17,2024-08-19,5,2,1
C01046,T0070,CR,Staff Behavior,2024-03-26,2024-03-30,5,4,1
C01047,T0065,SER,Cleanliness,2025-04-11,2025-04-22,10,11,0
C01048,T0012,WR,Catering,2025-11-20,2025-11-23,3,3,1
C01049,T0053,SCR,Punctuality,2025-10-25,2025-10-31,7,6,1
C01050,T0045,SER,Coach Maintenance,2024-04-23,2024-04-24,5,1,1
C01051,T0074,WR,Catering,2025-04-25,2025-04-30,3,5,0
C01052,T0125,WR,Water Availability,2025-03-28,2025-04-05,10,8,1
C01053,T0137,NER,Punctuality,2024-08-30,2024-09-07,7,8,0
C01054,T0033,SR,Security,2025-04-02,2025-04-10,7,8,0
C01055,T0055,SR,Staff Behavior,2025-01-13,2025-01-17,7,4,1
C01056,T0010,CR,Catering,2024-09-05,2024-09-20,10,15,0
C01057,T0022,ER,Staff Behavior,2024-07-10,2024-07-14,5,4,1
C01058,T0057,WR,Water Availability,2025-12-14,2025-12-24,5,10,0
C01059,T0073,SER,Security,2024-06-26,2024-06-30,3,4,0
C01060,T0066,WR,Catering,2025-11-02,2025-11-12,7,10,0
C01061,T0126,WR,Staff Behavior,2025-10-05,2025-10-15,10,10,1
C01062,T0074,WR,Cleanliness,2024-11-19,2024-11-30,10,11,0
C01063,T0016,ER,Cleanliness,2024-06-26,2024-06-28,5,2,1
C01064,T0065,SER,Coach Maintenance,2025-10-07,2025-10-11,3,4,0
C01065,T0101,ER,Coach Maintenance,2025-11-27,2025-12-03,7,6,1
C01066,T0047,SR,Water Availability,2025-04-26,2025-05-04,10,8,1
C01067,T0031,WR,Catering,2024-04-10,2024-04-24,10,14,0
C01068,T0136,NR,Punctuality,2024-10-20,2024-10-28,3,8,0
C01069,T0071,WR,Water Availability,2025-09-16,2025-09-23,7,7,1
C01070,T0060,SR,Punctuality,2024-09-25,2024-10-04,7,9,0
C01071,T0115,NR,Coach Maintenance,2024-03-31,2024-04-09,7,9,0
C01072,T0079,SCR,Cleanliness,2024-08-30,2024-09-08,7,9,0
C01073,T0118,SCR,Water Availability,2024-07-01,2024-07-07,10,6,1
C01074,T0033,SR,Punctuality,2025-04-14,2025-04-22,7,8,0
C01075,T0072,NER,Security,2024-08-10,2024-08-16,7,6,1
C01076,T0001,SR,Punctuality,2025-04-03,2025-04-05,3,2,1
C01077,T0078,WR,Cleanliness,2024-02-08,2024-02-17,10,9,1
C01078,T0070,CR,Cleanliness,2024-02-17,2024-02-19,5,2,1
C01079,T0130,SR,Cleanliness,2024-06-13,2024-06-15,7,2,1
C01080,T0090,SCR,Punctuality,2024-11-28,2024-12-08,5,10,0
C01081,T0034,NR,Coach Maintenance,2024-03-24,2024-03-25,5,1,1
C01082,T0087,NR,Coach Maintenance,2024-03-20,2024-03-24,3,4,0
C01083,T0098,CR,Coach Maintenance,2025-06-23,2025-06-24,3,1,1
C01084,T0147,NER,Staff Behavior,2024-10-23,2024-10-29,5,6,0
C01085,T0010,CR,Punctuality,2024-08-23,2024-09-01,7,9,0
C01086,T0020,NR,Staff Behavior,2024-01-15,2024-01-21,5,6,0
C01087,T0141,CR,Coach Maintenance,2024-09-18,2024-09-21,7,3,1
C01088,T0056,ER,Coach Maintenance,2024-09-23,2024-09-29,3,6,0
C01089,T0115,NR,Staff Behavior,2025-04-30,2025-05-06,3,6,0
C01090,T0063,SCR,Water Availability,2025-09-12,2025-09-17,7,5,1
C01091,T0147,NER,Punctuality,2024-06-05,2024-06-10,7,5,1
C01092,T0019,SR,Punctuality,2025-04-19,2025-04-29,7,10,0
C01093,T0135,SR,Coach Maintenance,2024-03-11,2024-03-16,5,5,1
C01094,T0027,SCR,Catering,2024-09-18,2024-09-19,3,1,1
C01095,T0102,SCR,Coach Maintenance,2025-05-10,2025-05-13,3,3,1
C01096,T0118,SCR,Punctuality,2024-08-26,2024-08-30,5,4,1
C01097,T0149,NER,Catering,2024-06-26,2024-06-27,3,1,1
C01098,T0078,WR,Coach Maintenance,2024-04-25,2024-05-02,5,7,0
C01099,T0117,NR,Punctuality,2025-02-11,2025-02-13,10,2,1
C01100,T0082,SER,Water Availability,2024-07-18,2024-07-24,3,6,0
C01101,T0145,SER,Punctuality,2024-01-17,2024-01-20,3,3,1
C01102,T0138,ER,Punctuality,2024-12-31,2025-01-01,7,1,1
C01103,T0058,ER,Water Availability,2024-12-10,2024-12-12,3,2,1
C01104,T0100,NER,Security,2024-03-03,2024-03-04,3,1,1
C01105,T0078,WR,Catering,2025-08-30,2025-09-08,7,9,0
C01106,T0045,SER,Catering,2024-10-23,2024-11-03,7,11,0
C01107,T0075,SR,Water Availability,2024-06-09,2024-06-13,3,4,0
C01108,T0069,CR,Water Availability,2025-10-21,2025-10-27,3,6,0
C01109,T0070,CR,Security,2025-08-27,2025-09-04,7,8,0
C01110,T0118,SCR,Water Availability,2024-10-23,2024-11-04,10,12,0
C01111,T0015,NER,Punctuality,2024-04-18,2024-04-26,5,8,0
C01112,T0073,SER,Catering,2025-12-24,2025-12-28,3,4,0
C01113,T0086,SCR,Punctuality,2024-09-15,2024-09-18,5,3,1
C01114,T0012,WR,Catering,2025-12-28,2026-01-05,7,8,0
C01115,T0004,SCR,Catering,2024-04-10,2024-04-20,5,10,0
C01116,T0130,SR,Water Availability,2025-09-26,2025-09-27,7,1,1
C01117,T0142,ER,Security,2025-08-30,2025-09-03,5,4,1
C01118,T0049,SER,Catering,2025-01-27,2025-01-29,5,2,1
